Episode,Steps,Total Reward,Discounted Reward,Expected Q
186,2001,-69460.47304167505,-11386.668978408808,-526.8709106445312
187,2001,-70044.81718774803,-11359.19935417426,-521.5510864257812
188,2001,-67194.64209822903,-11111.758493957901,-521.2162475585938
189,2001,-71391.13043575927,-12097.221908820084,-533.914306640625
197,2001,-69096.72385900542,-11223.912724905704,-566.619873046875
190,2001,-69215.11994971575,-11429.364492307785,-571.035888671875
191,2001,-67113.79450462546,-10784.378414554583,-561.3741455078125
192,2001,-67840.29274456402,-11092.973824277009,-565.9412841796875
193,2001,-67223.74873068344,-11157.97536790557,-571.2151489257812
194,2001,-69647.09320141928,-11589.630832009609,-563.8272705078125
195,2001,-69437.664682437,-11148.855377287377,-562.9618530273438
196,2001,-68465.48461226065,-11042.837729255827,-563.5191040039062
198,2001,-68053.38711527894,-11098.819695975308,-564.96630859375
199,2001,-68294.3029707413,-11317.937134709982,-563.9938354492188
200,2001,-67955.1295593611,-10692.713637452325,-557.1416625976562
201,2001,-66294.07976318728,-11075.41277060789,-558.7731323242188
202,2001,-69181.86805260261,-11520.321524907473,-574.1702270507812
203,2001,-67964.51180015117,-11082.426636371732,-562.4688110351562
204,2001,-66963.70523950111,-11405.19693504689,-568.1072387695312
205,2001,-67807.03905414876,-11493.508853073463,-566.6996459960938
206,2001,-68522.75270851608,-11250.7760374219,-569.3038330078125
207,2001,-68342.34162243409,-11239.388770561836,-557.6554565429688
208,2001,-69001.60129498206,-11290.897753750587,-562.1035766601562
216,2001,-67937.90496340358,-11092.151661417342,-605.6956787109375
209,2001,-69764.66653936623,-11607.07664274149,-598.7399291992188
210,2001,-68104.74853401499,-11072.053997093897,-603.3980712890625
211,2001,-69972.49896363643,-11719.997377991931,-603.3507080078125
212,2001,-67532.34021019678,-10737.849040286013,-608.5465087890625
213,2001,-67816.8121596608,-11439.38346836237,-605.9879150390625
214,2001,-68379.4437035389,-11295.414460478209,-598.1619262695312
215,2001,-67716.50744110394,-11059.583716051413,-599.7283935546875
217,2001,-69520.42678510908,-11662.478967182598,-605.01025390625
218,2001,-68823.34457019536,-11178.094195495014,-596.9053955078125
219,2001,-68743.2749336704,-11199.849873834335,-609.7368774414062
220,2001,-68163.80375785739,-10963.09402737908,-600.4143676757812
221,2001,-68171.87415998378,-11537.506172615831,-600.835693359375
222,2001,-69767.93436770105,-11257.934894427397,-603.0810546875
223,2001,-68615.92777098806,-11379.025445082298,-592.6461791992188
224,2001,-68093.33827047599,-11044.153546575986,-602.940673828125
225,2001,-68709.96949870231,-11482.384317490332,-598.76806640625
226,2001,-69081.98065887298,-11791.326895901166,-598.7099609375
227,2001,-69073.25325798598,-11216.346779679405,-601.4722900390625
235,2001,-67212.37130197018,-11083.809615168715,-637.4115600585938
228,2001,-66883.23935769669,-11275.969296535986,-643.6270141601562
229,2001,-66345.78651790117,-10754.354712928887,-639.7625732421875
